Wavenumber,Absorbance
1716.14287,9.14E-04
1714.21431,9.17E-04
1712.28574,9.19E-04
1710.35718,9.25E-04
1708.42861,9.31E-04
1707,9.33E-04
1705.07144,9.29E-04
1703.14287,9.24E-04
1701.21431,9.23E-04
1699.28574,9.27E-04
1697.35718,9.29E-04
1695.42861,9.29E-04
1693,9.34E-04
1691.07144,9.40E-04
1689.14287,9.39E-04
1687.21431,9.32E-04
1685.28574,9.27E-04
1683.35718,9.31E-04
1681.42861,9.39E-04
1680,9.45E-04
1678.07144,9.47E-04
1676.14287,9.43E-04
1674.21431,9.39E-04
1672.28574,9.41E-04
1670.35718,9.45E-04
1668.42861,9.46E-04
1666,9.46E-04
1664.07144,9.51E-04
1662.14287,9.56E-04
1660.21431,9.56E-04
1658.28574,9.54E-04
1656.35718,9.47E-04
1654.42861,9.38E-04
1653,9.36E-04
1651.07144,9.43E-04
1649.14287,9.51E-04
1647.21431,9.58E-04
1645.28574,9.57E-04
1643.35718,9.51E-04
1641.42861,9.48E-04
1639,9.50E-04
1637.07144,9.52E-04
1635.14287,9.53E-04
1633.21431,9.51E-04
1631.28574,9.47E-04
1629.35718,9.48E-04
1627.42861,9.53E-04
1626,9.59E-04
1624.07144,9.63E-04
1622.14287,9.62E-04
1620.21431,9.58E-04
1618.28574,9.62E-04
1616.35718,9.70E-04
1614.42861,9.76E-04
1612,9.79E-04
1610.07144,9.82E-04
1608.14287,9.82E-04
1606.21431,9.82E-04
1604.28574,9.85E-04
1602.35718,9.83E-04
1600.42861,9.75E-04
1599,9.71E-04
1597.07144,9.71E-04
1595.14287,9.67E-04
1593.21431,9.64E-04
1591.28574,9.69E-04
1589.35718,9.80E-04
1587.42861,9.84E-04
1585,9.79E-04
1583.07144,9.76E-04
1581.14287,9.75E-04
1579.21431,9.72E-04
1577.28574,9.70E-04
1575.35718,9.72E-04
1573.42861,9.72E-04
1572,9.70E-04
1570.07144,9.65E-04
1568.14287,9.63E-04
1566.21431,9.63E-04
1564.28574,9.62E-04
1562.35718,9.58E-04
1560.42861,9.53E-04
1558,9.50E-04
1556.07144,9.52E-04
1554.14287,9.58E-04
1552.21431,9.61E-04
1550.28574,9.59E-04
1548.35718,9.57E-04
1546.42861,9.55E-04
1545,9.56E-04
1543.07144,9.58E-04
1541.14287,9.58E-04
1539.21431,9.59E-04
1537.28574,9.60E-04
1535.35718,9.58E-04
1533.42861,9.56E-04
1531,9.57E-04
1529.07144,9.61E-04
1527.14287,9.64E-04
1525.21431,9.62E-04
1523.28574,9.58E-04
1521.35718,9.55E-04
1519.42861,9.55E-04
1518,9.57E-04
1516.07144,9.57E-04
1514.14287,9.52E-04
1512.21431,9.47E-04
1510.28574,9.52E-04
1508.35718,9.60E-04
1506.42861,9.63E-04
1504,9.61E-04
1502.07144,9.57E-04
1500.14287,9.57E-04
1498.21431,9.65E-04
1496.28574,9.72E-04
1494.35718,9.76E-04
1492.42861,9.82E-04
1491,9.86E-04
1489.07144,9.90E-04
1487.14287,9.93E-04
1485.21431,9.90E-04
1483.28574,9.83E-04
1481.35718,9.78E-04
1479.42861,9.80E-04
1477,9.87E-04
1475.07144,9.90E-04
1473.14287,9.84E-04
1471.21431,9.74E-04
1469.28574,9.73E-04
1467.35718,9.84E-04
1465.42861,9.97E-04
1464,0.001
1462.07144,0.00101
1460.14287,0.001
1458.21431,9.98E-04
1456.28574,9.89E-04
1454.35718,9.85E-04
1452.42861,9.84E-04
1450,9.81E-04
1448.07144,9.79E-04
1446.14287,9.86E-04
1444.21431,9.91E-04
1442.28574,9.94E-04
1440.35718,9.98E-04
1438.42861,0.001
1437,0.001
1435.07144,0.00101
1433.14287,0.001
1431.21431,0.001
1429.28574,0.00101
1427.35718,0.00101
1425.42861,0.001
1423,9.98E-04
1421.07144,9.97E-04
1419.14287,0.001
1417.21431,0.00101
1415.28574,0.00101
1413.35718,0.00101
1411.42861,0.00101
1410,0.00101
1408.07144,0.001
1406.14287,0.001
1404.21431,0.00101
1402.28574,0.00101
1400.35718,0.00102
1398.42861,0.00102
1396,0.00102
1394.07144,0.00101
1392.14287,0.00101
1390.21431,0.00101
1388.28574,0.00101
1386.35718,0.00101
1384.42861,0.001
1383,0.00101
1381.07144,0.00103
1379.14287,0.00104
1377.21431,0.00103
1375.28574,0.00102
1373.35718,0.00102
1371.42861,0.00103
1369,0.00103
1367.07144,0.00103
1365.14287,0.00102
1363.21431,0.00101
1361.28574,0.00101
1359.35718,0.00102
1357.42861,0.00103
1356,0.00103
1354.07144,0.00102
1352.14287,0.00102
1350.21431,0.00102
1348.28574,0.00102
1346.35718,0.00102
1344.42861,0.00103
1342,0.00103
1340.07144,0.00103
1338.14287,0.00103
1336.21431,0.00103
1334.28574,0.00103
1332.35718,0.00104
1330.42861,0.00105
1329,0.00105
1327.07144,0.00106
1325.14287,0.00106
1323.21431,0.00106
1321.28574,0.00106
1319.35718,0.00106
1317.42861,0.00107
1315,0.00108
1313.07144,0.00108
1311.14287,0.00108
1309.21431,0.00108
1307.28574,0.00108
1305.35718,0.00107
1303.42861,0.00107
1302,0.00107
1300.07144,0.00108
1298.14287,0.00109
1296.21431,0.00109
1294.28574,0.00109
1292.35718,0.00108
1290.42861,0.00108
1288,0.00108
1286.07144,0.00108
1284.14287,0.00108
1282.21431,0.00109
1280.28574,0.00109
1278.35718,0.00109
1276.42861,0.0011
1275,0.00111
1273.07144,0.00111
1271.14287,0.0011
1269.21431,0.00111
1267.28574,0.00112
1265.35718,0.00113
1263.42861,0.00114
1261,0.00114
1259.07144,0.00112
1257.14287,0.00111
1255.21431,0.00112
1253.28574,0.00113
1251.35718,0.00114
1249.42861,0.00114
1248,0.00113
1246.07144,0.00113
1244.14287,0.00113
1242.21431,0.00114
1240.28574,0.00114
1238.35718,0.00114
1236.42861,0.00114
1234,0.00115
1232.07144,0.00115
1230.14287,0.00116
1228.21431,0.00116
1226.28574,0.00116
1224.35718,0.00116
1222.42861,0.00117
1221,0.00117
1219.07144,0.00116
1217.14287,0.00116
1215.21431,0.00115
1213.28574,0.00116
1211.35718,0.00117
1209.42861,0.00118
1207,0.00118
1205.07144,0.00118
1203.14287,0.00119
1201.21431,0.0012
1199.28574,0.00119
1197.35718,0.00119
1195.42861,0.0012
1194,0.00119
1192.07144,0.00119
1190.14287,0.0012
1188.21431,0.00121
1186.28574,0.00121
1184.35718,0.00122
1182.42861,0.00123
1180,0.00123
1178.07144,0.00122
1176.14287,0.00123
1174.21431,0.00124
1172.28574,0.00124
1170.35718,0.00124
1168.42861,0.00125
1167,0.00125
1165.07144,0.00126
1163.14287,0.00127
1161.21431,0.00127
1159.28574,0.00127
1157.35718,0.00127
1155.42861,0.00128
1153,0.00129
1151.07144,0.00129
1149.14287,0.0013
1147.21431,0.00131
1145.28574,0.00131
1143.35718,0.0013
1141.42861,0.00129
1140,0.0013
1138.07144,0.00131
1136.14287,0.00131
1134.21431,0.00131
1132.28574,0.00131
1130.35718,0.00133
1128.42861,0.00134
1126,0.00135
1124.07144,0.00135
1122.14287,0.00135
1120.21431,0.00136
1118.28574,0.00138
1116.35718,0.00138
1114.42861,0.00137
1113,0.00138
1111.07144,0.0014
1109.14287,0.0014
1107.21431,0.0014
1105.28574,0.0014
1103.35718,0.0014
1101.42861,0.00141
1099,0.00141
1097.07144,0.00142
1095.14287,0.00144
1093.21431,0.00144
1091.28574,0.00143
1089.35718,0.00143
1087.42861,0.00144
1086,0.00145
1084.07144,0.00145
1082.14287,0.00145
1080.21431,0.00145
1078.28574,0.00145
1076.35718,0.00146
1074.42861,0.00147
1072,0.00149
1070.07144,0.00149
1068.14287,0.00148
1066.21431,0.00148
1064.28574,0.00149
1062.35718,0.0015
1060.42861,0.00151
1059,0.00152
1057.07144,0.00151
1055.14287,0.0015
1053.21431,0.00149
1051.28574,0.0015
1049.35718,0.00151
1047.42861,0.00151
1045,0.00151
1043.07144,0.00151
1041.14287,0.00151
1039.21431,0.00151
1037.28574,0.00152
1035.35718,0.00153
1033.42861,0.00152
1032,0.00151
1030.07144,0.00151
1028.14287,0.00151
1026.21431,0.00151
1024.28574,0.00152
1022.35718,0.00151
1020.42861,0.00151
1018,0.00151
1016.07144,0.00152
1014.14287,0.00152
1012.21431,0.00152
1010.28574,0.00152
1008.35718,0.00152
1006.42861,0.00154
1005,0.00155
1003.07144,0.00155
1001.14287,0.00155
999.21431,0.00155
997.28574,0.00154
995.35718,0.00154
993.42861,0.00154
991,0.00153
989.07144,0.00152
987.14287,0.00153
985.21431,0.00154
983.28574,0.00156
981.35718,0.00157
979.42861,0.00157
978,0.00157
976.07144,0.00157
974.14287,0.00157
972.21431,0.00157
970.28574,0.00158
968.35718,0.00158
966.42861,0.0016
964,0.00161
962.07144,0.0016
960.14287,0.00159
958.21431,0.00159
956.28574,0.00161
954.35718,0.00163
952.42861,0.00164
951,0.00164
949.07144,0.00165
947.14287,0.00165
945.21431,0.00165
943.28574,0.00166
941.35718,0.00167
939.42861,0.00167
937,0.00167
935.07144,0.00167
933.14287,0.00166
931.21431,0.00166
929.28574,0.00167
927.35718,0.00169
925.42861,0.00171
924,0.00173
922.07144,0.00174
920.14287,0.00174
918.21431,0.00174
916.28574,0.00174
914.35718,0.00174
912.42861,0.00175
910,0.00177
908.07144,0.00178
906.14287,0.00178
904.21431,0.00178
902.28574,0.0018
900.35718,0.00183
898.42861,0.00186
897,0.00188
895.07144,0.00189
893.14287,0.0019
891.21431,0.00192
889.28574,0.00193
887.35718,0.00194
885.42861,0.00196
883,0.00198
881.07144,0.00199
879.14287,0.002
877.21431,0.00202
875.28574,0.00202
873.35718,0.00201
871.42861,0.002
870,0.00202
868.07144,0.00205
866.14287,0.00208
864.21431,0.00209
862.28574,0.0021
860.35718,0.0021
858.42861,0.00212
856,0.00215
854.07144,0.00217
852.14287,0.00219
850.21431,0.00222
848.28574,0.00225
