Wavenumber,Absorbance
3762.21431,0.00126
3760.28574,0.00124
3758.35718,0.00123
3756.42861,0.00124
3755,0.00123
3753.07144,0.00121
3751.14287,0.00121
3749.21431,0.0012
3747.28574,0.0012
3745.35718,0.00119
3743.42861,0.0012
3741,0.00122
3739.07144,0.00122
3737.14287,0.0012
3735.21431,0.0012
3733.28574,0.00123
3731.35718,0.00126
3729.42861,0.00127
3728,0.00128
3726.07144,0.00126
3724.14287,0.00124
3722.21431,0.00124
3720.28574,0.00124
3718.35718,0.00124
3716.42861,0.00125
3714,0.00125
3712.07144,0.00123
3710.14287,0.00122
3708.21431,0.00125
3706.28574,0.00128
3704.35718,0.00128
3702.42861,0.00126
3701,0.00125
3699.07144,0.00126
3697.14287,0.00127
3695.21431,0.00127
3693.28574,0.00126
3691.35718,0.00123
3689.42861,0.00122
3687,0.00123
3685.07144,0.00125
3683.14287,0.00125
3681.21431,0.00124
3679.28574,0.00123
3677.35718,0.00123
3675.42861,0.00122
3674,0.00121
3672.07144,0.0012
3670.14287,0.00122
3668.21431,0.00124
3666.28574,0.00127
3664.35718,0.00128
3662.42861,0.00127
3660,0.00127
3658.07144,0.00127
3656.14287,0.00126
3654.21431,0.00127
3652.28574,0.00127
3650.35718,0.00125
3648.42861,0.00124
3647,0.00125
3645.07144,0.00127
3643.14287,0.00127
3641.21431,0.00127
3639.28574,0.00127
3637.35718,0.00127
3635.42861,0.00125
3633,0.00124
3631.07144,0.00124
3629.14287,0.00125
3627.21431,0.00126
3625.28574,0.00126
3623.35718,0.00125
3621.42861,0.00124
3620,0.00126
3618.07144,0.00128
3616.14287,0.00129
3614.21431,0.00128
3612.28574,0.00128
3610.35718,0.00127
3608.42861,0.00127
3606,0.00127
3604.07144,0.00127
3602.14287,0.00126
3600.21431,0.00125
3598.28574,0.00125
3596.35718,0.00126
3594.42861,0.00126
3593,0.00124
3591.07144,0.00123
3589.14287,0.00124
3587.21431,0.00126
3585.28574,0.00127
3583.35718,0.00127
3581.42861,0.00126
3579,0.00126
3577.07144,0.00126
3575.14287,0.00126
3573.21431,0.00125
3571.28574,0.00125
3569.35718,0.00124
3567.42861,0.00125
3566,0.00127
3564.07144,0.00128
3562.14287,0.00129
3560.21431,0.00129
3558.28574,0.00128
3556.35718,0.00127
3554.42861,0.00126
3552,0.00126
3550.07144,0.00127
3548.14287,0.00127
3546.21431,0.00127
3544.28574,0.00128
3542.35718,0.00128
3540.42861,0.00128
3539,0.00128
3537.07144,0.00127
3535.14287,0.00126
3533.21431,0.00125
3531.28574,0.00125
3529.35718,0.00125
3527.42861,0.00125
3525,0.00125
3523.07144,0.00126
3521.14287,0.00129
3519.21431,0.00131
3517.28574,0.0013
3515.35718,0.00127
3513.42861,0.00125
3512,0.00126
3510.07144,0.00127
3508.14287,0.00129
3506.21431,0.00129
3504.28574,0.00128
3502.35718,0.00127
3500.42861,0.00127
3498,0.00127
3496.07144,0.00128
3494.14287,0.00129
3492.21431,0.0013
3490.28574,0.00131
3488.35718,0.0013
3486.42861,0.0013
3485,0.0013
3483.07144,0.00129
3481.14287,0.00128
3479.21431,0.00129
3477.28574,0.00131
3475.35718,0.00131
3473.42861,0.00131
3471,0.00131
3469.07144,0.00131
3467.14287,0.00132
3465.21431,0.00134
3463.28574,0.00134
3461.35718,0.00131
3459.42861,0.00128
3458,0.00127
3456.07144,0.00127
3454.14287,0.00129
3452.21431,0.0013
3450.28574,0.00132
3448.35718,0.00131
3446.42861,0.0013
3444,0.0013
3442.07144,0.0013
3440.14287,0.00131
3438.21431,0.00133
3436.28574,0.00133
3434.35718,0.00131
3432.42861,0.0013
3431,0.00131
3429.07144,0.00133
3427.14287,0.00134
3425.21431,0.00134
3423.28574,0.00132
3421.35718,0.00131
3419.42861,0.00131
3417,0.00133
3415.07144,0.00133
3413.14287,0.00133
3411.21431,0.00133
3409.28574,0.00135
3407.35718,0.00136
3405.42861,0.00136
3404,0.00134
3402.07144,0.00132
3400.14287,0.00131
3398.21431,0.00132
3396.28574,0.00132
3394.35718,0.00133
3392.42861,0.00133
3390,0.00132
3388.07144,0.00132
3386.14287,0.00133
3384.21431,0.00134
3382.28574,0.00137
3380.35718,0.00138
3378.42861,0.00138
3377,0.00138
3375.07144,0.00137
3373.14287,0.00137
3371.21431,0.00138
3369.28574,0.00138
3367.35718,0.00137
3365.42861,0.00136
3363,0.00135
3361.07144,0.00135
3359.14287,0.00135
3357.21431,0.00137
3355.28574,0.0014
3353.35718,0.00141
3351.42861,0.0014
3350,0.00138
3348.07144,0.00137
3346.14287,0.00137
3344.21431,0.00138
3342.28574,0.00138
3340.35718,0.00139
3338.42861,0.00138
3336,0.00138
3334.07144,0.00138
3332.14287,0.00138
3330.21431,0.00137
3328.28574,0.00137
3326.35718,0.00137
3324.42861,0.00137
3323,0.00137
3321.07144,0.00138
3319.14287,0.00139
3317.21431,0.0014
3315.28574,0.0014
3313.35718,0.00141
3311.42861,0.00142
3309,0.00144
3307.07144,0.00144
3305.14287,0.00142
3303.21431,0.0014
3301.28574,0.0014
3299.35718,0.0014
3297.42861,0.0014
3296,0.0014
3294.07144,0.0014
3292.14287,0.0014
3290.21431,0.00141
3288.28574,0.00142
3286.35718,0.00142
3284.42861,0.00142
3282,0.00141
3280.07144,0.0014
3278.14287,0.00139
3276.21431,0.0014
3274.28574,0.00142
3272.35718,0.00144
3270.42861,0.00147
3269,0.00147
3267.07144,0.00145
3265.14287,0.00145
3263.21431,0.00146
3261.28574,0.00146
3259.35718,0.00146
3257.42861,0.00145
3255,0.00143
3253.07144,0.00143
3251.14287,0.00142
3249.21431,0.00142
3247.28574,0.00144
3245.35718,0.00145
3243.42861,0.00144
3242,0.00143
3240.07144,0.00143
3238.14287,0.00144
3236.21431,0.00145
3234.28574,0.00146
3232.35718,0.00146
3230.42861,0.00145
3228,0.00144
3226.07144,0.00145
3224.14287,0.00145
3222.21431,0.00146
3220.28574,0.00147
3218.35718,0.00147
3216.42861,0.00144
3215,0.00141
3213.07144,0.0014
3211.14287,0.00138
3209.21431,0.00138
3207.28574,0.00138
3205.35718,0.00139
3203.42861,0.0014
3201,0.00141
3199.07144,0.00141
3197.14287,0.0014
3195.21431,0.00139
3193.28574,0.00137
3191.35718,0.00136
3189.42861,0.00136
3188,0.00137
3186.07144,0.00139
3184.14287,0.00139
3182.21431,0.00138
3180.28574,0.00137
3178.35718,0.00137
3176.42861,0.00138
3174,0.00139
3172.07144,0.00138
3170.14287,0.00137
3168.21431,0.00137
3166.28574,0.00137
3164.35718,0.00137
3162.42861,0.00136
3161,0.00136
3159.07144,0.00136
3157.14287,0.00134
3155.21431,0.00133
3153.28574,0.00134
3151.35718,0.00134
3149.42861,0.00132
3147,0.00131
3145.07144,0.0013
3143.14287,0.00129
3141.21431,0.00129
3139.28574,0.00129
3137.35718,0.00128
3135.42861,0.00128
3134,0.00129
3132.07144,0.0013
3130.14287,0.0013
3128.21431,0.00128
3126.28574,0.00127
3124.35718,0.00126
3122.42861,0.00126
3120,0.00126
3118.07144,0.00125
3116.14287,0.00125
3114.21431,0.00125
3112.28574,0.00125
3110.35718,0.00123
3108.42861,0.00122
3107,0.00123
3105.07144,0.00123
3103.14287,0.00122
3101.21431,0.00121
3099.28574,0.00119
3097.35718,0.0012
3095.42861,0.00121
3093,0.00122
3091.07144,0.0012
3089.14287,0.00118
3087.21431,0.00117
3085.28574,0.00117
3083.35718,0.00117
3081.42861,0.00118
3080,0.00118
3078.07144,0.00119
3076.14287,0.0012
3074.21431,0.00121
3072.28574,0.00121
3070.35718,0.00121
3068.42861,0.00121
3066,0.00121
3064.07144,0.00121
3062.14287,0.00121
3060.21431,0.0012
3058.28574,0.0012
3056.35718,0.00119
3054.42861,0.00119
3053,0.00119
3051.07144,0.00119
3049.14287,0.00119
3047.21431,0.00119
3045.28574,0.00119
3043.35718,0.00119
3041.42861,0.00118
3039,0.00117
3037.07144,0.00116
3035.14287,0.00117
3033.21431,0.00118
3031.28574,0.00118
3029.35718,0.00118
3027.42861,0.00116
3026,0.00115
3024.07144,0.00116
3022.14287,0.00118
3020.21431,0.00119
3018.28574,0.00119
3016.35718,0.0012
3014.42861,0.00119
3012,0.00118
3010.07144,0.00118
3008.14287,0.00119
3006.21431,0.00118
3004.28574,0.00118
3002.35718,0.00119
3000.42861,0.00119
2999,0.00118
2997.07144,0.00117
2995.14287,0.00117
2993.21431,0.00118
2991.28574,0.00118
2989.35718,0.00118
2987.42861,0.00117
2985,0.00118
2983.07144,0.00119
2981.14287,0.0012
2979.21431,0.00119
2977.28574,0.00119
2975.35718,0.00119
2973.42861,0.00118
2972,0.00117
2970.07144,0.00119
2968.14287,0.0012
2966.21431,0.00119
2964.28574,0.00117
2962.35718,0.00117
2960.42861,0.00117
2958,0.00117
2956.07144,0.00118
2954.14287,0.00117
2952.21431,0.00117
2950.28574,0.00117
2948.35718,0.00118
2946.42861,0.00118
2945,0.00117
2943.07144,0.00117
2941.14287,0.00117
2939.21431,0.00118
2937.28574,0.00119
2935.35718,0.0012
2933.42861,0.0012
2931,0.00119
2929.07144,0.00119
2927.14287,0.00119
2925.21431,0.00118
2923.28574,0.00118
2921.35718,0.00119
2919.42861,0.0012
2918,0.0012
2916.07144,0.0012
2914.14287,0.00118
2912.21431,0.00116
2910.28574,0.00115
2908.35718,0.00116
2906.42861,0.00116
2904,0.00116
2902.07144,0.00117
2900.14287,0.00117
2898.21431,0.00118
2896.28574,0.00118
2894.35718,0.00118
2892.42861,0.00117
2891,0.00118
2889.07144,0.0012
2887.14287,0.00121
2885.21431,0.00121
2883.28574,0.00119
2881.35718,0.00118
2879.42861,0.00118
2877,0.00117
2875.07144,0.00118
2873.14287,0.00117
2871.21431,0.00116
2869.28574,0.00117
2867.35718,0.00118
2865.42861,0.00118
2864,0.00117
2862.07144,0.00115
2860.14287,0.00115
2858.21431,0.00116
2856.28574,0.00117
2854.35718,0.00117
2852.42861,0.00118
2850,0.00118
2848.07144,0.00117
2846.14287,0.00117
2844.21431,0.00118
2842.28574,0.00118
2840.35718,0.00117
2838.42861,0.00117
2837,0.00117
2835.07144,0.00116
2833.14287,0.00116
2831.21431,0.00115
2829.28574,0.00116
2827.35718,0.00117
2825.42861,0.00118
2823,0.00119
2821.07144,0.00118
2819.14287,0.00117
2817.21431,0.00116
2815.28574,0.00118
2813.35718,0.0012
2811.42861,0.0012
2810,0.00119
2808.07144,0.00118
2806.14287,0.00117
2804.21431,0.00116
2802.28574,0.00116
2800.35718,0.00117
2798.42861,0.00118
2796,0.00118
2794.07144,0.00119
2792.14287,0.00119
2790.21431,0.00118
2788.28574,0.00116
2786.35718,0.00115
2784.42861,0.00115
2783,0.00116
2781.07144,0.00118
2779.14287,0.00119
2777.21431,0.00119
2775.28574,0.00118
2773.35718,0.00117
2771.42861,0.00117
2769,0.00117
2767.07144,0.00118
2765.14287,0.00118
2763.21431,0.00117
2761.28574,0.00116
2759.35718,0.00115
2757.42861,0.00115
2756,0.00114
2754.07144,0.00114
2752.14287,0.00114
2750.21431,0.00116
2748.28574,0.00118
2746.35718,0.00119
2744.42861,0.0012
2742,0.0012
2740.07144,0.00119
2738.14287,0.00117
2736.21431,0.00117
2734.28574,0.00116
2732.35718,0.00116
2730.42861,0.00116
2729,0.00117
2727.07144,0.00118
2725.14287,0.00118
2723.21431,0.00118
2721.28574,0.00118
2719.35718,0.00116
2717.42861,0.00116
2715,0.00117
2713.07144,0.00117
2711.14287,0.00118
2709.21431,0.00117
2707.28574,0.00115
2705.35718,0.00116
2703.42861,0.00117
2702,0.00117
2700.07144,0.00116
2698.14287,0.00116
2696.21431,0.00117
2694.28574,0.00117
2692.35718,0.00117
2690.42861,0.00116
2688,0.00116
2686.07144,0.00116
2684.14287,0.00118
2682.21431,0.0012
2680.28574,0.00119
2678.35718,0.00117
2676.42861,0.00116
2675,0.00117
2673.07144,0.00117
2671.14287,0.00116
2669.21431,0.00116
2667.28574,0.00116
2665.35718,0.00116
2663.42861,0.00116
2661,0.00115
2659.07144,0.00117
2657.14287,0.00117
2655.21431,0.00117
2653.28574,0.00115
2651.35718,0.00115
2649.42861,0.00116
2648,0.00116
2646.07144,0.00116
2644.14287,0.00116
2642.21431,0.00117
2640.28574,0.00117
2638.35718,0.00118
2636.42861,0.00118
2634,0.00118
2632.07144,0.00117
2630.14287,0.00116
2628.21431,0.00115
2626.28574,0.00115
2624.35718,0.00115
2622.42861,0.00115
2621,0.00115
2619.07144,0.00116
2617.14287,0.00117
2615.21431,0.00118
2613.28574,0.00118
2611.35718,0.00119
2609.42861,0.00119
2607,0.00118
2605.07144,0.00117
2603.14287,0.00116
2601.21431,0.00116
2599.28574,0.00116
2597.35718,0.00115
2595.42861,0.00115
2594,0.00115
2592.07144,0.00117
2590.14287,0.00118
2588.21431,0.00118
2586.28574,0.00117
2584.35718,0.00117
2582.42861,0.00116
2580,0.00117
2578.07144,0.00117
2576.14287,0.00116
2574.21431,0.00114
2572.28574,0.00114
2570.35718,0.00115
2568.42861,0.00115
2567,0.00114
2565.07144,0.00114
2563.14287,0.00115
2561.21431,0.00116
2559.28574,0.00116
2557.35718,0.00115
2555.42861,0.00115
2553,0.00116
2551.07144,0.00117
2549.14287,0.00116
2547.21431,0.00115
2545.28574,0.00114
2543.35718,0.00114
2541.42861,0.00115
2540,0.00115
2538.07144,0.00116
2536.14287,0.00117
2534.21431,0.00117
2532.28574,0.00117
2530.35718,0.00117
2528.42861,0.00116
2526,0.00116
2524.07144,0.00116
2522.14287,0.00117
2520.21431,0.00118
2518.28574,0.00117
2516.35718,0.00116
2514.42861,0.00115
2513,0.00114
2511.07144,0.00114
2509.14287,0.00114
2507.21431,0.00115
2505.28574,0.00114
2503.35718,0.00114
2501.42861,0.00115
2499,0.00115
2497.07144,0.00115
2495.14287,0.00114
2493.21431,0.00113
2491.28574,0.00114
2489.35718,0.00115
2487.42861,0.00114
2486,0.00113
2484.07144,0.00113
2482.14287,0.00114
2480.21431,0.00114
2478.28574,0.00114
2476.35718,0.00114
2474.42861,0.00115
2472,0.00114
2470.07144,0.00113
2468.14287,0.00113
2466.21431,0.00113
2464.28574,0.00113
2462.35718,0.00112
2460.42861,0.00112
2459,0.00112
2457.07144,0.00112
2455.14287,0.00113
2453.21431,0.00114
2451.28574,0.00115
2449.35718,0.00114
2447.42861,0.00113
2445,0.00113
2443.07144,0.00114
2441.14287,0.00115
2439.21431,0.00115
2437.28574,0.00114
2435.35718,0.00114
2433.42861,0.00113
2432,0.00112
2430.07144,0.00112
2428.14287,0.00113
2426.21431,0.00114
2424.28574,0.00114
2422.35718,0.00115
2420.42861,0.00115
2418,0.00115
2416.07144,0.00115
2414.14287,0.00116
2412.21431,0.00116
2410.28574,0.00115
2408.35718,0.00114
2406.42861,0.00114
2405,0.00114
2403.07144,0.00115
2401.14287,0.00114
2399.21431,0.00114
2397.28574,0.00113
2395.35718,0.00111
2393.42861,0.00111
2391,0.00112
2389.07144,0.00114
2387.14287,0.00114
2385.21431,0.00115
2383.28574,0.00115
2381.35718,0.00115
2379.42861,0.00114
2378,0.00113
2376.07144,0.00113
2374.14287,0.00113
2372.21431,0.00113
2370.28574,0.00114
2368.35718,0.00115
2366.42861,0.00115
2364,0.00116
2362.07144,0.00117
2360.14287,0.00116
2358.21431,0.00113
2356.28574,0.00112
2354.35718,0.00112
2352.42861,0.00112
2351,0.00111
2349.07144,0.00112
2347.14287,0.00113
2345.21431,0.00114
2343.28574,0.00114
2341.35718,0.00114
2339.42861,0.00113
2337,0.00113
2335.07144,0.00114
2333.14287,0.00115
2331.21431,0.00115
2329.28574,0.00114
2327.35718,0.00113
2325.42861,0.00112
2324,0.00112
2322.07144,0.00113
2320.14287,0.00114
2318.21431,0.00115
2316.28574,0.00115
2314.35718,0.00115
2312.42861,0.00114
2310,0.00113
2308.07144,0.00113
2306.14287,0.00113
2304.21431,0.00113
2302.28574,0.00114
2300.35718,0.00115
2298.42861,0.00114
2297,0.00114
2295.07144,0.00114
2293.14287,0.00114
2291.21431,0.00115
2289.28574,0.00115
2287.35718,0.00114
2285.42861,0.00113
2283,0.00113
2281.07144,0.00113
2279.14287,0.00113
2277.21431,0.00114
2275.28574,0.00114
2273.35718,0.00114
2271.42861,0.00113
2270,0.00112
2268.07144,0.00112
2266.14287,0.00111
2264.21431,0.00111
2262.28574,0.00111
2260.35718,0.00111
2258.42861,0.00112
2256,0.00113
2254.07144,0.00112
2252.14287,0.00111
2250.21431,0.00113
2248.28574,0.00114
2246.35718,0.00114
2244.42861,0.00113
2243,0.00114
2241.07144,0.00114
2239.14287,0.00113
2237.21431,0.00113
2235.28574,0.00113
2233.35718,0.00112
2231.42861,0.00111
2229,0.00111
2227.07144,0.00112
2225.14287,0.00112
2223.21431,0.00113
2221.28574,0.00113
2219.35718,0.00112
2217.42861,0.00111
2216,0.00111
2214.07144,0.00111
2212.14287,0.00111
2210.21431,0.00112
2208.28574,0.00112
2206.35718,0.00111
2204.42861,0.00111
2202,0.0011
2200.07144,0.00109
2198.14287,0.00108
2196.21431,0.00108
2194.28574,0.00109
2192.35718,0.0011
2190.42861,0.00111
2189,0.00112
2187.07144,0.00112
2185.14287,0.00112
2183.21431,0.00111
2181.28574,0.00111
2179.35718,0.00111
2177.42861,0.0011
2175,0.00109
2173.07144,0.00108
2171.14287,0.00106
2169.21431,0.00104
2167.28574,0.00104
2165.35718,0.00103
2163.42861,0.001
2162,9.84E-04
2160.07144,9.95E-04
2158.14287,0.00101
2156.21431,0.00101
2154.28574,0.00102
2152.35718,0.00104
2150.42861,0.00105
2148,0.00106
2146.07144,0.00107
2144.14287,0.0011
2142.21431,0.00111
2140.28574,0.00111
2138.35718,0.00112
2136.42861,0.00113
2135,0.00113
2133.07144,0.00113
2131.14287,0.00113
2129.21431,0.00114
2127.28574,0.00114
2125.35718,0.00114
2123.42861,0.00113
2121,0.00114
2119.07144,0.00114
2117.14287,0.00114
2115.21431,0.00114
2113.28574,0.00114
2111.35718,0.00114
2109.42861,0.00114
2108,0.00114
2106.07144,0.00114
2104.14287,0.00114
2102.21431,0.00113
2100.28574,0.00111
2098.35718,0.0011
2096.42861,0.00111
2094,0.00111
2092.07144,0.00113
2090.14287,0.00114
2088.21431,0.00115
2086.28574,0.00115
2084.35718,0.00114
2082.42861,0.00114
2081,0.00114
2079.07144,0.00114
2077.14287,0.00113
2075.21431,0.00112
2073.28574,0.00112
2071.35718,0.00112
2069.42861,0.00111
2067,0.0011
2065.07144,0.00111
2063.14287,0.00112
2061.21431,0.00113
2059.28574,0.00114
2057.35718,0.00113
2055.42861,0.00113
2054,0.00113
2052.07144,0.00112
2050.14287,0.00112
2048.21431,0.00112
2046.28574,0.00113
2044.35718,0.00114
2042.42861,0.00113
2040,0.00113
2038.07144,0.00113
2036.14287,0.00114
2034.21431,0.00114
2032.28574,0.00113
2030.35718,0.00113
2028.42861,0.00112
2027,0.00112
2025.07144,0.00111
2023.14287,0.0011
2021.21431,0.00111
2019.28574,0.00112
2017.35718,0.00113
2015.42861,0.00113
2013,0.00113
2011.07144,0.00113
2009.14287,0.00113
2007.21431,0.00113
2005.28574,0.00113
2003.35718,0.00113
2001.42861,0.00114
2000,0.00115
1998.07144,0.00114
1996.14287,0.00114
1994.21431,0.00113
1992.28574,0.00112
1990.35718,0.00112
1988.42861,0.00114
1986,0.00115
1984.07144,0.00115
1982.14287,0.00113
1980.21431,0.00113
1978.28574,0.00112
1976.35718,0.00112
1974.42861,0.00112
1973,0.00112
1971.07144,0.00112
1969.14287,0.00112
1967.21431,0.00111
1965.28574,0.00112
1963.35718,0.00113
1961.42861,0.00114
1959,0.00113
1957.07144,0.00112
1955.14287,0.00111
1953.21431,0.00111
1951.28574,0.00112
1949.35718,0.00113
1947.42861,0.00113
1946,0.00112
1944.07144,0.00111
1942.14287,0.00111
1940.21431,0.00112
1938.28574,0.00113
1936.35718,0.00112
1934.42861,0.00111
1932,0.0011
1930.07144,0.00109
1928.14287,0.00109
1926.21431,0.00109
1924.28574,0.0011
1922.35718,0.00109
1920.42861,0.00109
1919,0.00111
1917.07144,0.00112
1915.14287,0.00112
1913.21431,0.00111
1911.28574,0.0011
1909.35718,0.0011
1907.42861,0.0011
1905,0.00111
1903.07144,0.00112
1901.14287,0.00113
1899.21431,0.00113
1897.28574,0.00112
1895.35718,0.00112
1893.42861,0.00112
1892,0.00112
1890.07144,0.00111
1888.14287,0.00111
1886.21431,0.00111
1884.28574,0.0011
1882.35718,0.00109
1880.42861,0.00109
1878,0.0011
1876.07144,0.0011
1874.14287,0.0011
1872.21431,0.00111
1870.28574,0.00111
1868.35718,0.0011
1866.42861,0.00111
1865,0.00111
1863.07144,0.00112
1861.14287,0.00112
1859.21431,0.00112
1857.28574,0.00112
1855.35718,0.0011
1853.42861,0.00109
1851,0.00109
1849.07144,0.00109
1847.14287,0.00109
1845.21431,0.00109
1843.28574,0.0011
1841.35718,0.00109
1839.42861,0.00108
1838,0.00108
1836.07144,0.00109
1834.14287,0.0011
1832.21431,0.0011
1830.28574,0.0011
1828.35718,0.0011
1826.42861,0.0011
1824,0.0011
1822.07144,0.00111
1820.14287,0.00111
1818.21431,0.0011
1816.28574,0.0011
1814.35718,0.00111
1812.42861,0.00111
1811,0.00111
1809.07144,0.00111
1807.14287,0.00111
1805.21431,0.00111
1803.28574,0.0011
1801.35718,0.0011
1799.42861,0.0011
1797,0.00109
1795.07144,0.00109
1793.14287,0.00109
1791.21431,0.00109
1789.28574,0.00109
1787.35718,0.0011
1785.42861,0.0011
1784,0.0011
1782.07144,0.0011
1780.14287,0.00109
1778.21431,0.0011
1776.28574,0.0011
1774.35718,0.0011
1772.42861,0.0011
1770,0.0011
1768.07144,0.00111
1766.14287,0.0011
1764.21431,0.00109
1762.28574,0.00109
1760.35718,0.0011
1758.42861,0.00111
1757,0.0011
1755.07144,0.0011
1753.14287,0.0011
1751.21431,0.00109
1749.28574,0.00109
1747.35718,0.00111
1745.42861,0.00113
1743,0.00113
1741.07144,0.00111
1739.14287,0.00109
1737.21431,0.00108
1735.28574,0.00108
1733.35718,0.00108
1731.42861,0.00108
1730,0.00109
1728.07144,0.0011
1726.14287,0.0011
1724.21431,0.0011
1722.28574,0.0011
1720.35718,0.00109
1718.42861,0.00106
1716,0.00105
1714.07144,0.00106
1712.14287,0.00107
1710.21431,0.00109
1708.28574,0.00111
1706.35718,0.00111
1704.42861,0.00111
1703,0.00109
1701.07144,0.00106
1699.14287,0.00106
1697.21431,0.00107
1695.28574,0.00109
1693.35718,0.00111
1691.42861,0.00112
1689,0.00112
1687.07144,0.0011
1685.14287,0.00107
1683.21431,0.00107
1681.28574,0.00108
1679.35718,0.00109
1677.42861,0.0011
1676,0.0011
1674.07144,0.0011
1672.14287,0.0011
1670.21431,0.00109
1668.28574,0.00109
1666.35718,0.0011
1664.42861,0.00111
1662,0.00111
1660.07144,0.00111
1658.14287,0.0011
1656.21431,0.00108
1654.28574,0.00107
1652.35718,0.00107
1650.42861,0.00108
1649,0.00108
1647.07144,0.00109
1645.14287,0.0011
1643.21431,0.00112
1641.28574,0.00112
1639.35718,0.0011
1637.42861,0.00107
1635,0.00107
1633.07144,0.00108
1631.14287,0.00109
1629.21431,0.0011
1627.28574,0.0011
1625.35718,0.0011
1623.42861,0.0011
1622,0.0011
1620.07144,0.00109
1618.14287,0.00109
1616.21431,0.00109
1614.28574,0.00111
1612.35718,0.00111
1610.42861,0.00111
1608,0.00111
1606.07144,0.00111
1604.14287,0.0011
1602.21431,0.00109
1600.28574,0.00108
1598.35718,0.0011
1596.42861,0.00111
1595,0.00111
1593.07144,0.00111
1591.14287,0.00112
1589.21431,0.00111
1587.28574,0.00111
1585.35718,0.00112
1583.42861,0.00112
1581,0.00111
1579.07144,0.0011
1577.14287,0.00108
1575.21431,0.00108
1573.28574,0.0011
1571.35718,0.0011
1569.42861,0.0011
1568,0.0011
1566.07144,0.0011
1564.14287,0.0011
1562.21431,0.00108
1560.28574,0.00106
1558.35718,0.00106
1556.42861,0.00108
1554,0.00109
1552.07144,0.00109
1550.14287,0.00109
1548.21431,0.00107
1546.28574,0.00106
1544.35718,0.00105
1542.42861,0.00105
1541,0.00105
1539.07144,0.00106
1537.14287,0.00108
1535.21431,0.00109
1533.28574,0.00108
1531.35718,0.00108
1529.42861,0.00108
1527,0.00109
1525.07144,0.00109
1523.14287,0.00107
1521.21431,0.00105
1519.28574,0.00106
1517.35718,0.00108
1515.42861,0.00109
1514,0.00108
1512.07144,0.00107
1510.14287,0.00107
1508.21431,0.00106
1506.28574,0.00107
1504.35718,0.00108
1502.42861,0.0011
1500,0.00111
1498.07144,0.00111
1496.14287,0.0011
1494.21431,0.00109
1492.28574,0.00109
1490.35718,0.00109
1488.42861,0.0011
1487,0.00109
1485.07144,0.00108
1483.14287,0.00108
1481.21431,0.00109
1479.28574,0.00109
1477.35718,0.0011
1475.42861,0.00109
1473,0.00109
1471.07144,0.00108
1469.14287,0.00108
1467.21431,0.00107
1465.28574,0.00107
1463.35718,0.00108
1461.42861,0.0011
1460,0.00109
1458.07144,0.00107
1456.14287,0.00106
1454.21431,0.00107
1452.28574,0.00108
1450.35718,0.00108
1448.42861,0.00108
1446,0.00108
1444.07144,0.00108
1442.14287,0.00108
1440.21431,0.00108
1438.28574,0.00108
1436.35718,0.00108
1434.42861,0.00109
1433,0.00109
1431.07144,0.00109
1429.14287,0.00108
