Wavenumber,Absorbance
3783.42861,0.00146
3782,0.00147
3780.07144,0.00148
3778.14287,0.00147
3776.21431,0.00146
3774.28574,0.00147
3772.35718,0.00147
3770.42861,0.00147
3768,0.00148
3766.07144,0.00149
3764.14287,0.00149
3762.21431,0.00149
3760.28574,0.00148
3758.35718,0.00147
3756.42861,0.00146
3755,0.00146
3753.07144,0.00146
3751.14287,0.00145
3749.21431,0.00143
3747.28574,0.00143
3745.35718,0.00145
3743.42861,0.00147
3741,0.00147
3739.07144,0.00144
3737.14287,0.00144
3735.21431,0.00145
3733.28574,0.00145
3731.35718,0.00146
3729.42861,0.00146
3728,0.00144
3726.07144,0.00145
3724.14287,0.00146
3722.21431,0.00146
3720.28574,0.00145
3718.35718,0.00145
3716.42861,0.00146
3714,0.00147
3712.07144,0.00149
3710.14287,0.00149
3708.21431,0.00146
3706.28574,0.00146
3704.35718,0.00147
3702.42861,0.00148
3701,0.00147
3699.07144,0.00147
3697.14287,0.00147
3695.21431,0.00148
3693.28574,0.00148
3691.35718,0.00147
3689.42861,0.00146
3687,0.00145
3685.07144,0.00145
3683.14287,0.00146
3681.21431,0.00147
3679.28574,0.00147
3677.35718,0.00146
3675.42861,0.00146
3674,0.00146
3672.07144,0.00146
3670.14287,0.00145
3668.21431,0.00145
3666.28574,0.00146
3664.35718,0.00148
3662.42861,0.00148
3660,0.00147
3658.07144,0.00146
3656.14287,0.00145
3654.21431,0.00145
3652.28574,0.00147
3650.35718,0.00148
3648.42861,0.00148
3647,0.00148
3645.07144,0.00147
3643.14287,0.00146
3641.21431,0.00146
3639.28574,0.00146
3637.35718,0.00146
3635.42861,0.00146
3633,0.00147
3631.07144,0.00148
3629.14287,0.00148
3627.21431,0.00146
3625.28574,0.00144
3623.35718,0.00143
3621.42861,0.00144
3620,0.00145
3618.07144,0.00147
3616.14287,0.00149
3614.21431,0.00149
3612.28574,0.00148
3610.35718,0.00147
3608.42861,0.00146
3606,0.00145
3604.07144,0.00145
3602.14287,0.00146
3600.21431,0.00147
3598.28574,0.00148
3596.35718,0.00146
3594.42861,0.00145
3593,0.00146
3591.07144,0.00147
3589.14287,0.00147
3587.21431,0.00147
3585.28574,0.00146
3583.35718,0.00147
3581.42861,0.00148
3579,0.00147
3577.07144,0.00146
3575.14287,0.00147
3573.21431,0.00148
3571.28574,0.00149
3569.35718,0.00148
3567.42861,0.00147
3566,0.00146
3564.07144,0.00146
3562.14287,0.00146
3560.21431,0.00146
3558.28574,0.00145
3556.35718,0.00144
3554.42861,0.00143
3552,0.00144
3550.07144,0.00145
3548.14287,0.00144
3546.21431,0.00144
3544.28574,0.00143
3542.35718,0.00144
3540.42861,0.00145
3539,0.00145
3537.07144,0.00146
3535.14287,0.00145
3533.21431,0.00144
3531.28574,0.00143
3529.35718,0.00143
3527.42861,0.00143
3525,0.00144
3523.07144,0.00146
3521.14287,0.00147
3519.21431,0.00147
3517.28574,0.00148
3515.35718,0.00149
3513.42861,0.00149
3512,0.00149
3510.07144,0.00149
3508.14287,0.0015
3506.21431,0.00148
3504.28574,0.00146
3502.35718,0.00144
3500.42861,0.00144
3498,0.00144
3496.07144,0.00145
3494.14287,0.00146
3492.21431,0.00147
3490.28574,0.00146
3488.35718,0.00144
3486.42861,0.00144
3485,0.00145
3483.07144,0.00146
3481.14287,0.00146
3479.21431,0.00146
3477.28574,0.00145
3475.35718,0.00146
3473.42861,0.00146
3471,0.00147
3469.07144,0.00148
3467.14287,0.0015
3465.21431,0.0015
3463.28574,0.0015
3461.35718,0.00149
3459.42861,0.00148
3458,0.00147
3456.07144,0.00147
3454.14287,0.00147
3452.21431,0.00147
3450.28574,0.00148
3448.35718,0.00147
3446.42861,0.00147
3444,0.00147
3442.07144,0.00148
3440.14287,0.00148
3438.21431,0.00148
3436.28574,0.00149
3434.35718,0.0015
3432.42861,0.0015
3431,0.00149
3429.07144,0.00147
3427.14287,0.00146
3425.21431,0.00146
3423.28574,0.00147
3421.35718,0.00147
3419.42861,0.00147
3417,0.00149
3415.07144,0.0015
3413.14287,0.00148
3411.21431,0.00148
3409.28574,0.00149
3407.35718,0.0015
3405.42861,0.00149
3404,0.00148
3402.07144,0.00148
3400.14287,0.00148
3398.21431,0.00149
3396.28574,0.00149
3394.35718,0.00148
3392.42861,0.00147
3390,0.00147
3388.07144,0.00147
3386.14287,0.00146
3384.21431,0.00146
3382.28574,0.00147
3380.35718,0.00148
3378.42861,0.00148
3377,0.00148
3375.07144,0.00148
3373.14287,0.00149
3371.21431,0.0015
3369.28574,0.00149
3367.35718,0.00148
3365.42861,0.00148
3363,0.00148
3361.07144,0.00149
3359.14287,0.00149
3357.21431,0.0015
3355.28574,0.0015
3353.35718,0.00149
3351.42861,0.00148
3350,0.00149
3348.07144,0.00151
3346.14287,0.0015
3344.21431,0.00148
3342.28574,0.00147
3340.35718,0.00147
3338.42861,0.00146
3336,0.00147
3334.07144,0.00148
3332.14287,0.00148
3330.21431,0.00146
3328.28574,0.00146
3326.35718,0.00148
3324.42861,0.00149
3323,0.00149
3321.07144,0.00151
3319.14287,0.00151
3317.21431,0.0015
3315.28574,0.00149
3313.35718,0.0015
3311.42861,0.00151
3309,0.0015
3307.07144,0.0015
3305.14287,0.00151
3303.21431,0.00153
3301.28574,0.00153
3299.35718,0.00152
3297.42861,0.0015
3296,0.00147
3294.07144,0.00146
3292.14287,0.00147
3290.21431,0.00147
3288.28574,0.00147
3286.35718,0.00148
3284.42861,0.00149
3282,0.00149
3280.07144,0.00149
3278.14287,0.00149
3276.21431,0.00148
3274.28574,0.00147
3272.35718,0.00148
3270.42861,0.0015
3269,0.0015
3267.07144,0.00149
3265.14287,0.00147
3263.21431,0.00147
3261.28574,0.00149
3259.35718,0.00152
3257.42861,0.00153
3255,0.00154
3253.07144,0.00154
3251.14287,0.00153
3249.21431,0.00151
3247.28574,0.00149
3245.35718,0.00149
3243.42861,0.00151
3242,0.00153
3240.07144,0.00154
3238.14287,0.00153
3236.21431,0.00151
3234.28574,0.0015
3232.35718,0.0015
3230.42861,0.0015
3228,0.00151
3226.07144,0.00151
3224.14287,0.00152
3222.21431,0.00154
3220.28574,0.00155
3218.35718,0.00155
3216.42861,0.00152
3215,0.00149
3213.07144,0.00148
3211.14287,0.00148
3209.21431,0.00149
3207.28574,0.00149
3205.35718,0.00147
3203.42861,0.00146
3201,0.00145
3199.07144,0.00148
3197.14287,0.00151
3195.21431,0.00151
3193.28574,0.0015
3191.35718,0.0015
3189.42861,0.00151
3188,0.0015
3186.07144,0.0015
3184.14287,0.0015
3182.21431,0.00149
3180.28574,0.00149
3178.35718,0.0015
3176.42861,0.00149
3174,0.00148
3172.07144,0.00148
3170.14287,0.00148
3168.21431,0.00149
3166.28574,0.0015
3164.35718,0.00149
3162.42861,0.00149
3161,0.00148
3159.07144,0.00149
3157.14287,0.00148
3155.21431,0.00147
3153.28574,0.00146
3151.35718,0.00146
3149.42861,0.00146
3147,0.00147
3145.07144,0.00148
3143.14287,0.00148
3141.21431,0.00147
3139.28574,0.00147
3137.35718,0.00147
3135.42861,0.00146
3134,0.00145
3132.07144,0.00145
3130.14287,0.00146
3128.21431,0.00146
3126.28574,0.00147
3124.35718,0.00147
3122.42861,0.00147
3120,0.00146
3118.07144,0.00146
3116.14287,0.00146
3114.21431,0.00146
3112.28574,0.00146
3110.35718,0.00145
3108.42861,0.00145
3107,0.00144
3105.07144,0.00144
3103.14287,0.00146
3101.21431,0.00147
3099.28574,0.00145
3097.35718,0.00144
3095.42861,0.00144
3093,0.00145
3091.07144,0.00146
3089.14287,0.00146
3087.21431,0.00146
3085.28574,0.00144
3083.35718,0.00142
3081.42861,0.00143
3080,0.00144
3078.07144,0.00146
3076.14287,0.00147
3074.21431,0.00147
3072.28574,0.00146
3070.35718,0.00144
3068.42861,0.00142
3066,0.00143
3064.07144,0.00144
3062.14287,0.00144
3060.21431,0.00144
3058.28574,0.00144
3056.35718,0.00142
3054.42861,0.00141
3053,0.00141
3051.07144,0.00143
3049.14287,0.00144
3047.21431,0.00145
3045.28574,0.00143
3043.35718,0.00142
3041.42861,0.00142
3039,0.00142
3037.07144,0.00143
3035.14287,0.00143
3033.21431,0.00143
3031.28574,0.00144
3029.35718,0.00144
3027.42861,0.00144
3026,0.00145
3024.07144,0.00144
3022.14287,0.00143
3020.21431,0.00142
3018.28574,0.00142
3016.35718,0.00142
3014.42861,0.00143
3012,0.00145
3010.07144,0.00146
3008.14287,0.00145
3006.21431,0.00144
3004.28574,0.00144
3002.35718,0.00144
3000.42861,0.00145
2999,0.00147
2997.07144,0.00146
2995.14287,0.00144
2993.21431,0.00142
2991.28574,0.00141
2989.35718,0.00141
2987.42861,0.00142
2985,0.00144
2983.07144,0.00145
2981.14287,0.00144
2979.21431,0.00144
2977.28574,0.00144
2975.35718,0.00146
2973.42861,0.00147
2972,0.00147
2970.07144,0.00145
2968.14287,0.00144
2966.21431,0.00145
2964.28574,0.00146
2962.35718,0.00145
2960.42861,0.00144
2958,0.00144
2956.07144,0.00144
2954.14287,0.00143
2952.21431,0.00141
2950.28574,0.0014
2948.35718,0.0014
2946.42861,0.00141
2945,0.00142
2943.07144,0.00142
2941.14287,0.00143
2939.21431,0.00144
2937.28574,0.00144
2935.35718,0.00143
2933.42861,0.00142
2931,0.00142
2929.07144,0.00143
2927.14287,0.00144
2925.21431,0.00145
2923.28574,0.00144
2921.35718,0.00144
2919.42861,0.00145
2918,0.00144
2916.07144,0.00144
2914.14287,0.00143
2912.21431,0.00144
2910.28574,0.00145
2908.35718,0.00145
2906.42861,0.00144
2904,0.00143
2902.07144,0.00142
2900.14287,0.00142
2898.21431,0.00142
2896.28574,0.00143
2894.35718,0.00145
2892.42861,0.00146
2891,0.00145
2889.07144,0.00143
2887.14287,0.00143
2885.21431,0.00142
2883.28574,0.00143
2881.35718,0.00144
2879.42861,0.00144
2877,0.00144
2875.07144,0.00145
2873.14287,0.00145
2871.21431,0.00145
2869.28574,0.00145
2867.35718,0.00145
2865.42861,0.00145
2864,0.00145
2862.07144,0.00144
2860.14287,0.00144
2858.21431,0.00144
2856.28574,0.00144
2854.35718,0.00144
2852.42861,0.00144
2850,0.00143
2848.07144,0.00142
2846.14287,0.00143
2844.21431,0.00143
2842.28574,0.00143
2840.35718,0.00142
2838.42861,0.00142
2837,0.00143
2835.07144,0.00144
2833.14287,0.00144
2831.21431,0.00143
2829.28574,0.00142
2827.35718,0.00143
2825.42861,0.00143
2823,0.00142
2821.07144,0.00142
2819.14287,0.00143
2817.21431,0.00143
2815.28574,0.00143
2813.35718,0.00144
2811.42861,0.00144
2810,0.00143
2808.07144,0.00143
2806.14287,0.00144
2804.21431,0.00145
2802.28574,0.00147
2800.35718,0.00146
2798.42861,0.00144
2796,0.00143
2794.07144,0.00143
2792.14287,0.00142
2790.21431,0.00141
2788.28574,0.00141
2786.35718,0.00141
2784.42861,0.00142
2783,0.00142
2781.07144,0.00142
2779.14287,0.00142
2777.21431,0.00143
2775.28574,0.00144
2773.35718,0.00145
2771.42861,0.00145
2769,0.00144
2767.07144,0.00143
2765.14287,0.00143
2763.21431,0.00145
2761.28574,0.00145
2759.35718,0.00144
2757.42861,0.00143
2756,0.00143
2754.07144,0.00143
2752.14287,0.00144
2750.21431,0.00143
2748.28574,0.00143
2746.35718,0.00143
2744.42861,0.00144
2742,0.00144
2740.07144,0.00144
2738.14287,0.00144
2736.21431,0.00144
2734.28574,0.00142
2732.35718,0.00142
2730.42861,0.00144
2729,0.00145
2727.07144,0.00146
2725.14287,0.00146
2723.21431,0.00145
2721.28574,0.00144
2719.35718,0.00144
2717.42861,0.00143
2715,0.00141
2713.07144,0.00141
2711.14287,0.00142
2709.21431,0.00143
2707.28574,0.00143
2705.35718,0.00143
2703.42861,0.00143
2702,0.00143
2700.07144,0.00143
2698.14287,0.00144
2696.21431,0.00145
2694.28574,0.00147
2692.35718,0.00147
2690.42861,0.00146
2688,0.00145
2686.07144,0.00144
2684.14287,0.00142
2682.21431,0.00141
2680.28574,0.00141
2678.35718,0.00142
2676.42861,0.00143
2675,0.00143
2673.07144,0.00143
2671.14287,0.00143
2669.21431,0.00144
2667.28574,0.00145
2665.35718,0.00145
2663.42861,0.00145
2661,0.00144
2659.07144,0.00143
2657.14287,0.00143
2655.21431,0.00143
2653.28574,0.00143
2651.35718,0.00144
2649.42861,0.00143
2648,0.00142
2646.07144,0.00141
2644.14287,0.00142
2642.21431,0.00144
2640.28574,0.00144
2638.35718,0.00144
2636.42861,0.00143
2634,0.00142
2632.07144,0.00143
2630.14287,0.00143
2628.21431,0.00143
2626.28574,0.00143
2624.35718,0.00144
2622.42861,0.00144
2621,0.00144
2619.07144,0.00144
2617.14287,0.00144
2615.21431,0.00144
2613.28574,0.00144
2611.35718,0.00143
2609.42861,0.00144
2607,0.00143
2605.07144,0.00143
2603.14287,0.00143
2601.21431,0.00143
2599.28574,0.00142
2597.35718,0.00142
2595.42861,0.00143
2594,0.00143
2592.07144,0.00143
2590.14287,0.00143
2588.21431,0.00143
2586.28574,0.00143
2584.35718,0.00143
2582.42861,0.00145
2580,0.00145
2578.07144,0.00145
2576.14287,0.00144
2574.21431,0.00144
2572.28574,0.00144
2570.35718,0.00144
2568.42861,0.00143
2567,0.00143
2565.07144,0.00144
2563.14287,0.00145
2561.21431,0.00144
2559.28574,0.00144
2557.35718,0.00144
2555.42861,0.00144
2553,0.00144
2551.07144,0.00144
2549.14287,0.00143
2547.21431,0.00143
2545.28574,0.00144
2543.35718,0.00142
2541.42861,0.00141
2540,0.00141
2538.07144,0.00142
2536.14287,0.00143
2534.21431,0.00143
2532.28574,0.00144
2530.35718,0.00145
2528.42861,0.00145
2526,0.00144
2524.07144,0.00143
2522.14287,0.00143
2520.21431,0.00144
2518.28574,0.00144
2516.35718,0.00144
2514.42861,0.00144
2513,0.00144
2511.07144,0.00144
2509.14287,0.00144
2507.21431,0.00144
2505.28574,0.00143
2503.35718,0.00144
2501.42861,0.00145
2499,0.00146
2497.07144,0.00146
2495.14287,0.00146
2493.21431,0.00145
2491.28574,0.00144
2489.35718,0.00143
2487.42861,0.00142
2486,0.00141
2484.07144,0.0014
2482.14287,0.00141
2480.21431,0.00143
2478.28574,0.00144
2476.35718,0.00144
2474.42861,0.00143
2472,0.00142
2470.07144,0.00143
2468.14287,0.00144
2466.21431,0.00143
2464.28574,0.00142
2462.35718,0.00143
2460.42861,0.00143
2459,0.00143
2457.07144,0.00144
2455.14287,0.00145
2453.21431,0.00145
2451.28574,0.00146
2449.35718,0.00146
2447.42861,0.00146
2445,0.00144
2443.07144,0.00143
2441.14287,0.00143
2439.21431,0.00143
2437.28574,0.00143
2435.35718,0.00143
2433.42861,0.00143
2432,0.00144
2430.07144,0.00145
2428.14287,0.00144
2426.21431,0.00143
2424.28574,0.00143
2422.35718,0.00143
2420.42861,0.00143
2418,0.00143
2416.07144,0.00143
2414.14287,0.00144
2412.21431,0.00144
2410.28574,0.00144
2408.35718,0.00144
2406.42861,0.00143
2405,0.00143
2403.07144,0.00143
2401.14287,0.00142
2399.21431,0.00142
2397.28574,0.00142
2395.35718,0.00142
2393.42861,0.00142
2391,0.00142
2389.07144,0.00143
2387.14287,0.00144
2385.21431,0.00145
2383.28574,0.00145
2381.35718,0.00144
2379.42861,0.00144
2378,0.00143
2376.07144,0.00143
2374.14287,0.00144
2372.21431,0.00144
2370.28574,0.00143
2368.35718,0.00143
2366.42861,0.00142
2364,0.00142
2362.07144,0.00143
2360.14287,0.00144
2358.21431,0.00145
2356.28574,0.00145
2354.35718,0.00146
2352.42861,0.00145
2351,0.00145
2349.07144,0.00144
2347.14287,0.00145
2345.21431,0.00145
2343.28574,0.00145
2341.35718,0.00145
2339.42861,0.00144
2337,0.00144
2335.07144,0.00143
2333.14287,0.00143
2331.21431,0.00144
2329.28574,0.00145
2327.35718,0.00145
2325.42861,0.00144
2324,0.00144
2322.07144,0.00144
2320.14287,0.00144
2318.21431,0.00144
2316.28574,0.00143
2314.35718,0.00144
2312.42861,0.00145
2310,0.00145
2308.07144,0.00145
2306.14287,0.00144
2304.21431,0.00144
2302.28574,0.00143
2300.35718,0.00143
2298.42861,0.00144
2297,0.00144
2295.07144,0.00144
2293.14287,0.00144
2291.21431,0.00142
2289.28574,0.00142
2287.35718,0.00144
2285.42861,0.00144
2283,0.00144
2281.07144,0.00143
2279.14287,0.00143
2277.21431,0.00143
2275.28574,0.00143
2273.35718,0.00144
2271.42861,0.00144
2270,0.00144
2268.07144,0.00143
2266.14287,0.00144
2264.21431,0.00144
2262.28574,0.00143
2260.35718,0.00143
2258.42861,0.00143
2256,0.00143
2254.07144,0.00143
2252.14287,0.00143
2250.21431,0.00144
2248.28574,0.00145
2246.35718,0.00145
2244.42861,0.00145
2243,0.00144
2241.07144,0.00145
2239.14287,0.00146
2237.21431,0.00146
2235.28574,0.00145
2233.35718,0.00144
2231.42861,0.00142
2229,0.00141
2227.07144,0.00142
2225.14287,0.00143
2223.21431,0.00143
2221.28574,0.00143
2219.35718,0.00142
2217.42861,0.00142
2216,0.00142
2214.07144,0.00142
2212.14287,0.00141
2210.21431,0.00141
2208.28574,0.00141
2206.35718,0.00143
2204.42861,0.00144
2202,0.00144
2200.07144,0.00143
2198.14287,0.00143
2196.21431,0.00143
2194.28574,0.00143
2192.35718,0.00143
2190.42861,0.00143
2189,0.00144
2187.07144,0.00145
2185.14287,0.00145
2183.21431,0.00144
2181.28574,0.00144
2179.35718,0.00143
2177.42861,0.00142
2175,0.0014
2173.07144,0.0014
2171.14287,0.00142
2169.21431,0.00141
2167.28574,0.0014
2165.35718,0.00138
2163.42861,0.00137
2162,0.00136
2160.07144,0.00133
2158.14287,0.00126
2156.21431,0.00117
2154.28574,0.00112
2152.35718,0.00116
2150.42861,0.00125
2148,0.00133
2146.07144,0.00139
2144.14287,0.00142
2142.21431,0.00143
2140.28574,0.00143
2138.35718,0.00144
2136.42861,0.00144
2135,0.00143
2133.07144,0.00142
2131.14287,0.00142
2129.21431,0.00143
2127.28574,0.00143
2125.35718,0.00144
2123.42861,0.00144
2121,0.00144
2119.07144,0.00144
2117.14287,0.00144
2115.21431,0.00144
2113.28574,0.00144
2111.35718,0.00144
2109.42861,0.00144
2108,0.00143
2106.07144,0.00143
2104.14287,0.00142
2102.21431,0.00142
2100.28574,0.00142
2098.35718,0.00143
2096.42861,0.00144
2094,0.00144
2092.07144,0.00144
2090.14287,0.00144
2088.21431,0.00143
2086.28574,0.00143
2084.35718,0.00143
2082.42861,0.00144
2081,0.00145
2079.07144,0.00144
2077.14287,0.00144
2075.21431,0.00144
2073.28574,0.00145
2071.35718,0.00145
2069.42861,0.00145
2067,0.00145
2065.07144,0.00145
2063.14287,0.00144
2061.21431,0.00142
2059.28574,0.00142
2057.35718,0.00142
2055.42861,0.00143
2054,0.00144
2052.07144,0.00143
2050.14287,0.00143
2048.21431,0.00142
2046.28574,0.00142
2044.35718,0.00142
2042.42861,0.00143
2040,0.00142
2038.07144,0.00142
2036.14287,0.00142
2034.21431,0.00143
2032.28574,0.00144
2030.35718,0.00144
2028.42861,0.00144
2027,0.00143
2025.07144,0.00143
2023.14287,0.00143
2021.21431,0.00144
2019.28574,0.00144
2017.35718,0.00144
2015.42861,0.00145
2013,0.00145
2011.07144,0.00144
2009.14287,0.00143
2007.21431,0.00142
2005.28574,0.00142
2003.35718,0.00143
2001.42861,0.00145
2000,0.00144
1998.07144,0.00143
1996.14287,0.00142
1994.21431,0.00142
1992.28574,0.00143
1990.35718,0.00143
1988.42861,0.00143
1986,0.00142
1984.07144,0.00141
1982.14287,0.00142
1980.21431,0.00142
1978.28574,0.00141
1976.35718,0.00141
1974.42861,0.00141
1973,0.00142
1971.07144,0.00143
1969.14287,0.00142
1967.21431,0.00142
1965.28574,0.00143
1963.35718,0.00143
1961.42861,0.00143
1959,0.00144
1957.07144,0.00144
1955.14287,0.00144
1953.21431,0.00144
1951.28574,0.00143
1949.35718,0.00143
1947.42861,0.00143
1946,0.00143
1944.07144,0.00143
1942.14287,0.00143
1940.21431,0.00144
1938.28574,0.00144
1936.35718,0.00143
1934.42861,0.00143
1932,0.00143
1930.07144,0.00143
1928.14287,0.00144
1926.21431,0.00143
1924.28574,0.00143
1922.35718,0.00143
1920.42861,0.00142
1919,0.00141
1917.07144,0.00141
1915.14287,0.00142
1913.21431,0.00141
1911.28574,0.00141
1909.35718,0.00142
1907.42861,0.00141
1905,0.00142
1903.07144,0.00143
1901.14287,0.00144
1899.21431,0.00145
1897.28574,0.00144
1895.35718,0.00144
1893.42861,0.00145
1892,0.00145
1890.07144,0.00144
1888.14287,0.00143
1886.21431,0.00142
1884.28574,0.00142
1882.35718,0.00142
1880.42861,0.00143
1878,0.00142
1876.07144,0.00142
1874.14287,0.00141
1872.21431,0.00142
1870.28574,0.00143
1868.35718,0.00143
1866.42861,0.00144
1865,0.00144
1863.07144,0.00145
1861.14287,0.00145
1859.21431,0.00145
1857.28574,0.00145
1855.35718,0.00146
1853.42861,0.00147
1851,0.00146
1849.07144,0.00145
1847.14287,0.00143
1845.21431,0.00142
1843.28574,0.00142
1841.35718,0.00143
1839.42861,0.00144
1838,0.00145
1836.07144,0.00144
1834.14287,0.00143
1832.21431,0.00143
1830.28574,0.00143
1828.35718,0.00144
1826.42861,0.00144
1824,0.00143
1822.07144,0.00143
1820.14287,0.00144
1818.21431,0.00144
1816.28574,0.00143
1814.35718,0.00143
1812.42861,0.00143
1811,0.00143
1809.07144,0.00143
1807.14287,0.00143
1805.21431,0.00142
1803.28574,0.00142
1801.35718,0.00143
1799.42861,0.00144
1797,0.00143
1795.07144,0.00142
1793.14287,0.00142
1791.21431,0.00143
1789.28574,0.00143
1787.35718,0.00143
1785.42861,0.00144
1784,0.00144
1782.07144,0.00143
1780.14287,0.00143
1778.21431,0.00143
1776.28574,0.00143
1774.35718,0.00144
1772.42861,0.00143
1770,0.00142
1768.07144,0.00141
1766.14287,0.00142
1764.21431,0.00143
1762.28574,0.00143
1760.35718,0.00143
1758.42861,0.00143
1757,0.00143
1755.07144,0.00143
1753.14287,0.00142
1751.21431,0.00142
1749.28574,0.00142
1747.35718,0.00143
1745.42861,0.00143
1743,0.00142
1741.07144,0.00142
1739.14287,0.00143
1737.21431,0.00143
1735.28574,0.00143
1733.35718,0.00143
1731.42861,0.00143
1730,0.00142
1728.07144,0.00142
1726.14287,0.00142
1724.21431,0.00143
1722.28574,0.00144
1720.35718,0.00143
1718.42861,0.00143
1716,0.00143
1714.07144,0.00143
1712.14287,0.00143
1710.21431,0.00143
1708.28574,0.00143
1706.35718,0.00143
1704.42861,0.00143
1703,0.00144
1701.07144,0.00143
1699.14287,0.00143
1697.21431,0.00143
1695.28574,0.00144
1693.35718,0.00144
1691.42861,0.00144
1689,0.00144
1687.07144,0.00144
1685.14287,0.00143
1683.21431,0.00143
1681.28574,0.00141
1679.35718,0.00141
1677.42861,0.00143
1676,0.00143
1674.07144,0.00143
1672.14287,0.00144
1670.21431,0.00144
1668.28574,0.00144
1666.35718,0.00144
1664.42861,0.00143
1662,0.00143
1660.07144,0.00143
1658.14287,0.00144
1656.21431,0.00144
1654.28574,0.00144
1652.35718,0.00145
1650.42861,0.00145
1649,0.00146
1647.07144,0.00145
1645.14287,0.00142
1643.21431,0.00141
1641.28574,0.00141
1639.35718,0.0014
1637.42861,0.0014
1635,0.00141
1633.07144,0.00143
1631.14287,0.00144
1629.21431,0.00143
1627.28574,0.00142
1625.35718,0.00142
1623.42861,0.00142
1622,0.00142
1620.07144,0.00142
1618.14287,0.00142
1616.21431,0.00142
1614.28574,0.00142
1612.35718,0.00142
1610.42861,0.00142
1608,0.00143
1606.07144,0.00143
1604.14287,0.00142
1602.21431,0.00141
1600.28574,0.00141
1598.35718,0.00141
1596.42861,0.00141
1595,0.00141
1593.07144,0.00141
1591.14287,0.00143
1589.21431,0.00143
1587.28574,0.00143
1585.35718,0.00143
1583.42861,0.00144
1581,0.00146
1579.07144,0.00147
1577.14287,0.00146
1575.21431,0.00144
1573.28574,0.00142
1571.35718,0.00142
1569.42861,0.00141
1568,0.00141
1566.07144,0.00142
1564.14287,0.00143
1562.21431,0.00142
1560.28574,0.00142
1558.35718,0.00142
1556.42861,0.00143
1554,0.00144
1552.07144,0.00144
1550.14287,0.00143
1548.21431,0.00142
1546.28574,0.00141
1544.35718,0.0014
1542.42861,0.00141
1541,0.00142
1539.07144,0.00142
1537.14287,0.00142
1535.21431,0.00142
1533.28574,0.00142
1531.35718,0.00142
1529.42861,0.00142
1527,0.00142
1525.07144,0.00143
1523.14287,0.00143
1521.21431,0.00143
1519.28574,0.00143
1517.35718,0.00142
1515.42861,0.00143
1514,0.00142
1512.07144,0.00141
1510.14287,0.0014
1508.21431,0.0014
1506.28574,0.00141
1504.35718,0.00142
1502.42861,0.00142
1500,0.00141
1498.07144,0.0014
1496.14287,0.00141
1494.21431,0.00142
1492.28574,0.00142
1490.35718,0.00142
1488.42861,0.00141
1487,0.00141
1485.07144,0.0014
1483.14287,0.00141
1481.21431,0.00141
1479.28574,0.0014
1477.35718,0.0014
1475.42861,0.00141
1473,0.00142
1471.07144,0.00142
1469.14287,0.00141
1467.21431,0.00141
1465.28574,0.00141
1463.35718,0.00141
1461.42861,0.00142
1460,0.00143
1458.07144,0.00143
1456.14287,0.00142
1454.21431,0.00143
1452.28574,0.00143
1450.35718,0.00142
1448.42861,0.00141
1446,0.00141
1444.07144,0.00142
1442.14287,0.00143
1440.21431,0.00142
1438.28574,0.00142
1436.35718,0.00142
1434.42861,0.00142
1433,0.00143
1431.07144,0.00143
